tkepr	kepr	tfit	fit	res
69.8608	-142	55.6777	-132.379	-9.6214
69.8901	-141	55.707	-132.417	-8.58349
69.9194	-140	55.7363	-132.454	-7.54562
69.9487	-139	55.7656	-132.492	-6.50777
69.978	-140	55.7949	-132.53	-7.46997
70.0073	-141	55.8242	-132.568	-8.43219
70.0366	-141	55.8535	-132.606	-8.39445
70.0659	-140	55.8828	-132.643	-7.35675
70.0952	-139	55.9121	-132.681	-6.31908
70.1245	-138	55.9414	-132.719	-5.28144
70.1539	-138	55.9707	-132.756	-5.24384
70.1831	-139	56	-132.794	-6.20627
70.2125	-141	56.0293	-132.831	-8.16874
70.2418	-143	56.0586	-132.869	-10.1312
70.2711	-147	56.0879	-132.906	-14.0938
70.3004	-151	56.1172	-132.944	-18.0563
70.3297	-154	56.1465	-132.981	-21.0189
70.359	-156	56.1758	-133.018	-22.9816
70.3883	-158	56.2051	-133.056	-24.9443
70.4176	-160	56.2344	-133.093	-26.907
70.4469	-162	56.2637	-133.13	-28.8697
70.4762	-162	56.293	-133.168	-28.8325
70.5055	-162	56.3223	-133.205	-28.7953
70.5348	-161	56.3517	-133.242	-27.7581
70.5641	-161	56.3809	-133.279	-27.721
70.5934	-159	56.4103	-133.316	-25.6839
70.6227	-157	56.4396	-133.353	-23.6468
70.652	-156	56.4689	-133.39	-22.6098
70.6813	-154	56.4982	-133.427	-20.5728
70.7106	-152	56.5275	-133.464	-18.5359
70.7399	-150	56.5568	-133.501	-16.4989
70.7692	-150	56.5861	-133.538	-16.462
70.7985	-150	56.6154	-133.575	-16.4252
70.8278	-151	56.6447	-133.612	-17.3884
70.8571	-151	56.674	-133.648	-17.3516
70.8864	-151	56.7033	-133.685	-17.3148
70.9158	-151	56.7326	-133.722	-17.2781
70.945	-152	56.7619	-133.759	-18.2414
70.9744	-152	56.7912	-133.795	-18.2047
71.0037	-152	56.8205	-133.832	-18.1681
71.033	-153	56.8498	-133.868	-19.1315
71.0623	-154	56.8791	-133.905	-20.0949
71.0916	-154	56.9084	-133.942	-20.0584
71.1209	-153	56.9377	-133.978	-19.0219
71.1502	-152	56.967	-134.015	-17.9855
71.1795	-152	56.9963	-134.051	-17.949
71.2088	-151	57.0256	-134.087	-16.9126
71.2381	-149	57.055	-134.124	-14.8763
71.2674	-147	57.0842	-134.16	-12.8399
71.2967	-144	57.1136	-134.196	-9.80364
71.326	-141	57.1429	-134.233	-6.76736
71.3553	-139	57.1722	-134.269	-4.73113
71.3846	-139	57.2015	-134.305	-4.69492
71.4139	-139	57.2308	-134.341	-4.65876
71.4432	-139	57.2601	-134.377	-4.62262
71.4725	-138	57.2894	-134.413	-3.58651
71.5018	-138	57.3187	-134.45	-3.55044
71.5311	-138	57.348	-134.486	-3.51439
71.5604	-138	57.3773	-134.522	-3.47839
71.5897	-138	57.4066	-134.558	-3.44242
71.6191	-137	57.4359	-134.594	-2.40646
71.6483	-137	57.4652	-134.629	-2.37056
71.6777	-137	57.4945	-134.665	-2.33467
71.707	-138	57.5238	-134.701	-3.29882
71.7363	-139	57.5531	-134.737	-4.26301
71.7656	-138	57.5824	-134.773	-3.22722
71.7949	-138	57.6117	-134.809	-3.19147
71.8242	-138	57.641	-134.844	-3.15574
71.8535	-139	57.6703	-134.88	-4.12006
71.8828	-140	57.6996	-134.916	-5.0844
71.9121	-141	57.7289	-134.951	-6.04877
71.9414	-143	57.7582	-134.987	-8.01318
71.9707	-146	57.7875	-135.022	-10.9776
72	-147	57.8169	-135.058	-11.9421
72.0293	-147	57.8462	-135.093	-11.9066
72.0586	-149	57.8755	-135.129	-13.8711
72.0879	-152	57.9048	-135.164	-16.8357
72.1172	-154	57.9341	-135.2	-18.8003
72.1465	-155	57.9634	-135.235	-19.7649
72.1758	-155	57.9927	-135.27	-19.7296
72.2051	-155	58.022	-135.306	-19.6942
72.2344	-154	58.0513	-135.341	-18.659
72.2637	-153	58.0806	-135.376	-17.6237
72.293	-153	58.1099	-135.412	-17.5885
72.3223	-152	58.1392	-135.447	-16.5533
72.3517	-151	58.1685	-135.482	-15.5181
72.3809	-151	58.1978	-135.517	-15.483
72.4103	-150	58.2271	-135.552	-14.4479
72.4396	-148	58.2564	-135.587	-12.4128
72.4689	-145	58.2857	-135.622	-9.37782
72.4982	-144	58.315	-135.657	-8.34281
72.5275	-143	58.3443	-135.692	-7.30784
72.5568	-142	58.3736	-135.727	-6.27289
72.5861	-142	58.4029	-135.762	-6.23799
72.6154	-143	58.4322	-135.797	-7.20311
72.6447	-143	58.4615	-135.832	-7.16825
72.674	-143	58.4908	-135.867	-7.13344
72.7033	-143	58.5202	-135.901	-7.09864
72.7326	-143	58.5495	-135.936	-7.06389
72.7619	-142	58.5787	-135.971	-6.02917
72.7912	-140	58.6081	-136.006	-3.99446
72.8205	-136	58.6374	-136.04	0.0401978
72.8498	-133	58.6667	-136.075	3.07484
72.8791	-133	58.696	-136.109	3.10944
72.9084	-133	58.7253	-136.144	3.14401
72.9377	-134	58.7546	-136.179	2.17857
72.967	-135	58.7839	-136.213	1.21308
72.9963	-135	58.8132	-136.248	1.24757
73.0256	-137	58.8425	-136.282	-0.717978
73.055	-138	58.8718	-136.316	-1.68355
73.0842	-140	58.9011	-136.351	-3.64916
73.1136	-143	58.9304	-136.385	-6.61479
73.1429	-144	58.9597	-136.42	-7.58045
73.1722	-145	58.989	-136.454	-8.54615
73.2015	-146	59.0183	-136.488	-9.51187
73.2308	-146	59.0476	-136.522	-9.47763
73.2601	-145	59.0769	-136.557	-8.44341
73.2894	-145	59.1062	-136.591	-8.40922
73.3187	-144	59.1355	-136.625	-7.37507
73.348	-144	59.1648	-136.659	-7.34093
73.3773	-143	59.1941	-136.693	-6.30684
73.4066	-142	59.2234	-136.727	-5.27278
73.4359	-141	59.2528	-136.761	-4.23873
73.4652	-140	59.282	-136.795	-3.20473
73.4945	-139	59.3114	-136.829	-2.17074
73.5238	-139	59.3407	-136.863	-2.1368
73.5531	-140	59.37	-136.897	-3.10288
73.5824	-141	59.3993	-136.931	-4.06898
73.6117	-143	59.4286	-136.965	-6.03512
73.641	-144	59.4579	-136.999	-7.00129
73.6703	-146	59.4872	-137.033	-8.96749
73.6996	-146	59.5165	-137.066	-8.93372
73.7289	-145	59.5458	-137.1	-7.89996
73.7582	-145	59.5751	-137.134	-7.86625
73.7875	-144	59.6044	-137.167	-6.83256
73.8169	-144	59.6337	-137.201	-6.79891
73.8461	-143	59.663	-137.235	-5.76528
73.8755	-141	59.6923	-137.268	-3.73167
73.9048	-138	59.7216	-137.302	-0.698107
73.9341	-137	59.7509	-137.335	0.335442
73.9634	-135	59.7802	-137.369	2.36895
73.9927	-133	59.8095	-137.402	4.40243
74.022	-130	59.8388	-137.436	7.43589
74.0513	-129	59.8681	-137.469	8.46932
74.0806	-128	59.8974	-137.503	9.50272
74.1099	-126	59.9267	-137.536	11.5361
74.1392	-126	59.956	-137.569	11.5694
74.1685	-127	59.9853	-137.603	10.6027
74.1978	-129	60.0147	-137.636	8.63602
74.2271	-132	60.044	-137.669	5.66928
74.2564	-134	60.0733	-137.703	3.70251
74.2857	-137	60.1026	-137.736	0.735699
74.315	-140	60.1319	-137.769	-2.23112
74.3443	-142	60.1612	-137.802	-4.19799
74.3736	-145	60.1905	-137.835	-7.16487
74.4029	-145	60.2198	-137.868	-7.13179
74.4322	-146	60.2491	-137.901	-8.09873
74.4615	-147	60.2784	-137.934	-9.0657
74.4908	-149	60.3077	-137.967	-11.0327
74.5202	-150	60.337	-138	-11.9997
74.5494	-151	60.3663	-138.033	-12.9668
74.5787	-152	60.3956	-138.066	-13.9339
74.6081	-153	60.4249	-138.099	-14.901
74.6374	-154	60.4542	-138.132	-15.8681
74.6667	-155	60.4835	-138.165	-16.8353
74.696	-154	60.5128	-138.198	-15.8025
74.7253	-154	60.5421	-138.23	-15.7697
74.7546	-154	60.5714	-138.263	-15.737
74.7839	-153	60.6007	-138.296	-14.7042
74.8132	-154	60.63	-138.328	-15.6715
74.8425	-155	60.6593	-138.361	-16.6389
74.8718	-154	60.6886	-138.394	-15.6063
74.9011	-152	60.718	-138.426	-13.5736
74.9304	-152	60.7473	-138.459	-13.5411
74.9597	-151	60.7766	-138.492	-12.5085
74.989	-150	60.8059	-138.524	-11.476
75.0183	-150	60.8352	-138.557	-11.4435
75.0476	-151	60.8645	-138.589	-12.411
75.0769	-151	60.8938	-138.621	-12.3786
75.1062	-151	60.9231	-138.654	-12.3461
75.1355	-151	60.9524	-138.686	-12.3138
75.1648	-151	60.9817	-138.719	-12.2814
75.1941	-152	61.011	-138.751	-13.2491
75.2234	-153	61.0403	-138.783	-14.2168
75.2528	-154	61.0696	-138.816	-15.1845
75.282	-154	61.0989	-138.848	-15.1522
75.3114	-154	61.1282	-138.88	-15.12
75.3407	-154	61.1575	-138.912	-15.0878
75.37	-152	61.1868	-138.944	-13.0556
75.3993	-151	61.2161	-138.977	-12.0235
75.4286	-151	61.2454	-139.009	-11.9914
75.4579	-151	61.2747	-139.041	-11.9593
75.4872	-151	61.304	-139.073	-11.9272
75.5165	-151	61.3333	-139.105	-11.8952
75.5458	-152	61.3626	-139.137	-12.8632
75.5751	-152	61.3919	-139.169	-12.8312
75.6044	-152	61.4213	-139.201	-12.7992
75.6337	-152	61.4506	-139.233	-12.7673
75.663	-150	61.4798	-139.265	-10.7354
75.6923	-150	61.5092	-139.296	-10.7035
75.7216	-150	61.5385	-139.328	-10.6717
75.7509	-150	61.5678	-139.36	-10.6399
75.7802	-150	61.5971	-139.392	-10.6081
75.8095	-151	61.6264	-139.424	-11.5763
75.8388	-151	61.6557	-139.455	-11.5445
75.8681	-150	61.685	-139.487	-10.5128
75.8974	-150	61.7143	-139.519	-10.4811
75.9267	-150	61.7436	-139.551	-10.4495
75.956	-150	61.7729	-139.582	-10.4179
75.9853	-149	61.8022	-139.614	-9.38624
76.0147	-149	61.8315	-139.645	-9.35466
76.044	-149	61.8608	-139.677	-9.3231
76.0733	-149	61.8901	-139.708	-9.29157
76.1026	-149	61.9194	-139.74	-9.26007
76.1319	-150	61.9487	-139.771	-10.2286
76.1612	-151	61.978	-139.803	-11.1971
76.1905	-152	62.0073	-139.834	-12.1657
76.2198	-153	62.0366	-139.866	-13.1343
76.2491	-155	62.0659	-139.897	-15.1029
76.2784	-155	62.0952	-139.928	-15.0716
76.3077	-155	62.1245	-139.96	-15.0403
76.337	-155	62.1539	-139.991	-15.009
76.3663	-156	62.1831	-140.022	-15.9777
76.3956	-155	62.2125	-140.054	-14.9465
76.4249	-154	62.2418	-140.085	-13.9153
76.4542	-152	62.2711	-140.116	-11.8841
76.4835	-150	62.3004	-140.147	-9.8529
76.5128	-148	62.3297	-140.178	-7.82176
76.5421	-147	62.359	-140.209	-6.79065
76.5714	-146	62.3883	-140.24	-5.75956
76.6007	-144	62.4176	-140.271	-3.7285
76.63	-143	62.4469	-140.303	-2.69746
76.6593	-144	62.4762	-140.334	-3.66645
76.6886	-145	62.5055	-140.365	-4.63547
76.718	-145	62.5348	-140.395	-4.60451
76.7472	-145	62.5641	-140.426	-4.57358
76.7766	-146	62.5934	-140.457	-5.54267
76.8059	-147	62.6227	-140.488	-6.51179
76.8352	-148	62.652	-140.519	-7.48094
76.8645	-149	62.6813	-140.55	-8.4501
76.8938	-149	62.7106	-140.581	-8.4193
76.9231	-150	62.7399	-140.611	-9.38851
76.9524	-150	62.7692	-140.642	-9.35776
76.9817	-149	62.7985	-140.673	-8.32703
77.011	-148	62.8278	-140.704	-7.29632
77.0403	-148	62.8571	-140.734	-7.26565
77.0696	-148	62.8864	-140.765	-7.23499
77.0989	-147	62.9158	-140.796	-6.20436
77.1282	-145	62.9451	-140.826	-4.17375
77.1575	-142	62.9744	-140.857	-1.14318
77.1868	-139	63.0037	-140.887	1.88737
77.2161	-138	63.033	-140.918	2.9179
77.2454	-138	63.0623	-140.948	2.9484
77.2747	-139	63.0916	-140.979	1.97889
77.304	-138	63.1209	-141.009	3.00934
77.3333	-137	63.1502	-141.04	4.03976
77.3626	-137	63.1795	-141.07	4.07017
77.3919	-138	63.2088	-141.101	3.10054
77.4213	-139	63.2381	-141.131	2.1309
77.4506	-140	63.2674	-141.161	1.16123
77.4798	-140	63.2967	-141.192	1.19153
77.5092	-139	63.326	-141.222	2.22181
77.5385	-138	63.3553	-141.252	3.25206
77.5678	-139	63.3846	-141.282	2.2823
77.5971	-140	63.4139	-141.312	1.3125
77.6264	-140	63.4432	-141.343	1.34267
77.6557	-141	63.4725	-141.373	0.372837
77.685	-141	63.5018	-141.403	0.402963
77.7143	-141	63.5311	-141.433	0.433076
77.7436	-142	63.5604	-141.463	-0.536846
77.7729	-142	63.5897	-141.493	-0.506793
77.8022	-143	63.6191	-141.523	-1.47675
77.8315	-143	63.6484	-141.553	-1.44675
77.8608	-144	63.6777	-141.583	-2.41676
77.8901	-147	63.707	-141.613	-5.3868
77.9194	-148	63.7363	-141.643	-6.35687
77.9487	-149	63.7656	-141.673	-7.32696
77.978	-149	63.7949	-141.703	-7.29707
78.0073	-149	63.8242	-141.733	-7.2672
78.0366	-150	63.8535	-141.763	-8.23737
78.0659	-150	63.8828	-141.792	-8.20756
78.0952	-149	63.9121	-141.822	-7.17777
78.1245	-149	63.9414	-141.852	-7.148
78.1539	-148	63.9707	-141.882	-6.11826
78.1831	-149	64	-141.911	-7.08854
78.2125	-150	64.0293	-141.941	-8.05885
78.2418	-152	64.0586	-141.971	-10.0292
78.2711	-154	64.0879	-142	-11.9995
78.3004	-154	64.1172	-142.03	-11.9699
78.3297	-152	64.1465	-142.06	-9.94032
78.359	-152	64.1758	-142.089	-9.91075
78.3883	-152	64.2051	-142.119	-9.88119
78.4176	-152	64.2344	-142.148	-9.85167
78.4469	-152	64.2637	-142.178	-9.82216
78.4762	-155	64.293	-142.207	-12.7927
78.5055	-156	64.3223	-142.237	-13.7632
78.5348	-155	64.3517	-142.266	-12.7338
78.5641	-154	64.3809	-142.296	-11.7044
78.5934	-153	64.4103	-142.325	-10.675
78.6227	-152	64.4396	-142.354	-9.64565
78.652	-152	64.4689	-142.384	-9.61632
78.6813	-151	64.4982	-142.413	-8.587
78.7106	-153	64.5275	-142.442	-10.5577
78.7399	-155	64.5568	-142.472	-12.5284
78.7692	-156	64.5861	-142.501	-13.4992
78.7985	-156	64.6154	-142.53	-13.47
78.8278	-154	64.6447	-142.559	-11.4408
78.8571	-152	64.674	-142.588	-9.41163
78.8864	-150	64.7033	-142.618	-7.38247
78.9158	-148	64.7326	-142.647	-5.35335
78.945	-146	64.7619	-142.676	-3.32426
78.9744	-145	64.7912	-142.705	-2.29517
79.0037	-144	64.8205	-142.734	-1.26612
79.033	-145	64.8498	-142.763	-2.23709
79.0623	-145	64.8791	-142.792	-2.20808
79.0916	-146	64.9084	-142.821	-3.17909
79.1209	-145	64.9377	-142.85	-2.15013
79.1502	-144	64.967	-142.879	-1.1212
79.1795	-141	64.9963	-142.908	1.90772
79.2088	-138	65.0256	-142.937	4.93661
79.2381	-135	65.055	-142.965	7.96549
79.2674	-135	65.0842	-142.994	7.99433
79.2967	-136	65.1136	-143.023	7.02315
79.326	-138	65.1429	-143.052	5.05195
79.3553	-139	65.1722	-143.081	4.08073
79.3846	-142	65.2015	-143.109	1.10949
79.4139	-143	65.2308	-143.138	0.138214
79.4432	-143	65.2601	-143.167	0.166918
79.4725	-143	65.2894	-143.196	0.19561
79.5018	-142	65.3187	-143.224	1.22427
79.5311	-142	65.348	-143.253	1.25291
79.5604	-142	65.3773	-143.282	1.28153
79.5897	-144	65.4066	-143.31	-0.689881
79.6191	-146	65.4359	-143.339	-2.6613
79.6483	-147	65.4652	-143.367	-3.63276
79.6777	-150	65.4945	-143.396	-6.60423
79.707	-150	65.5238	-143.424	-6.57573
79.7363	-149	65.5531	-143.453	-5.54725
79.7656	-148	65.5824	-143.481	-4.51878
79.7949	-149	65.6117	-143.51	-5.49035
79.8242	-150	65.641	-143.538	-6.46193
79.8535	-150	65.6703	-143.566	-6.43355
79.8828	-150	65.6996	-143.595	-6.40518
79.9121	-150	65.7289	-143.623	-6.37683
79.9414	-152	65.7582	-143.651	-8.34851
79.9707	-152	65.7875	-143.68	-8.3202
80	-153	65.8169	-143.708	-9.29193
80.0293	-154	65.8462	-143.736	-10.2637
80.0586	-155	65.8755	-143.765	-11.2354
80.0879	-156	65.9048	-143.793	-12.2072
80.1172	-157	65.9341	-143.821	-13.179
80.1465	-159	65.9634	-143.849	-15.1509
80.1758	-161	65.9927	-143.877	-17.1227
80.2051	-161	66.022	-143.905	-17.0946
80.2344	-162	66.0513	-143.934	-18.0665
80.2637	-162	66.0806	-143.962	-18.0384
80.293	-161	66.1099	-143.99	-17.0104
80.3223	-160	66.1392	-144.018	-15.9823
80.3517	-160	66.1685	-144.046	-15.9543
80.3809	-160	66.1978	-144.074	-15.9263
80.4103	-159	66.2271	-144.102	-14.8984
80.4396	-157	66.2564	-144.13	-12.8704
80.4689	-156	66.2857	-144.158	-11.8425
80.4982	-154	66.315	-144.185	-9.81458
80.5275	-152	66.3443	-144.213	-7.7867
80.5568	-150	66.3736	-144.241	-5.75884
80.5861	-149	66.4029	-144.269	-4.731
80.6154	-148	66.4322	-144.297	-3.70319
80.6447	-148	66.4615	-144.325	-3.67539
80.674	-146	66.4908	-144.352	-1.64763
80.7033	-144	66.5202	-144.38	0.380131
80.7326	-143	66.5495	-144.408	1.40786
80.7619	-141	66.5787	-144.436	3.43556
80.7912	-139	66.6081	-144.463	5.46325
80.8205	-137	66.6374	-144.491	7.49091
80.8498	-136	66.6667	-144.519	8.51856
80.8791	-135	66.696	-144.546	9.54617
80.9084	-133	66.7253	-144.574	11.5738
80.9377	-132	66.7546	-144.601	12.6013
80.967	-132	66.7839	-144.629	12.6289
80.9963	-132	66.8132	-144.656	12.6564
81.0256	-132	66.8425	-144.684	12.684
81.055	-130	66.8718	-144.711	14.7114
81.0842	-128	66.9011	-144.739	16.7389
81.1136	-128	66.9304	-144.766	16.7664
81.1429	-127	66.9597	-144.794	17.7938
81.1722	-128	66.989	-144.821	16.8212
81.2015	-130	67.0183	-144.849	14.8486
81.2308	-133	67.0476	-144.876	11.8759
81.2601	-136	67.0769	-144.903	8.90328
81.2894	-139	67.1062	-144.931	5.93061
81.3187	-141	67.1355	-144.958	3.9579
81.348	-143	67.1648	-144.985	1.98519
81.3773	-147	67.1941	-145.012	-1.98756
81.4066	-149	67.2234	-145.04	-3.96033
81.4359	-150	67.2528	-145.067	-4.93311
81.4652	-151	67.282	-145.094	-5.90592
81.4945	-151	67.3114	-145.121	-5.87874
81.5238	-152	67.3407	-145.148	-6.85159
81.5531	-153	67.37	-145.176	-7.82447
81.5824	-154	67.3993	-145.203	-8.79735
81.6117	-155	67.4286	-145.23	-9.77027
81.641	-157	67.4579	-145.257	-11.7432
81.6703	-159	67.4872	-145.284	-13.7161
81.6996	-160	67.5165	-145.311	-14.6891
81.7289	-161	67.5458	-145.338	-15.6621
81.7582	-162	67.5751	-145.365	-16.6351
81.7875	-162	67.6044	-145.392	-16.6082
81.8169	-161	67.6337	-145.419	-15.5812
81.8461	-160	67.663	-145.446	-14.5543
81.8755	-160	67.6923	-145.473	-14.5274
81.9048	-157	67.7216	-145.499	-11.5005
81.9341	-154	67.7509	-145.526	-8.47366
81.9634	-152	67.7802	-145.553	-6.44683
81.9927	-150	67.8095	-145.58	-4.42001
82.022	-147	67.8388	-145.607	-1.39321
82.0513	-146	67.8681	-145.634	-0.366436
82.0806	-147	67.8974	-145.66	-1.33967
82.1099	-147	67.9267	-145.687	-1.31294
82.1392	-147	67.956	-145.714	-1.28623
82.1685	-147	67.9853	-145.74	-1.25953
82.1978	-147	68.0147	-145.767	-1.23286
82.2271	-146	68.044	-145.794	-0.2062
82.2564	-146	68.0733	-145.82	-0.17957
82.2857	-147	68.1026	-145.847	-1.15296
82.315	-147	68.1319	-145.874	-1.12636
82.3443	-147	68.1612	-145.9	-1.09979
82.3736	-146	68.1905	-145.927	-0.0732369
82.4029	-146	68.2198	-145.953	-0.0467089
82.4322	-147	68.2491	-145.98	-1.0202
82.4615	-145	68.2784	-146.006	1.0063
82.4908	-143	68.3077	-146.033	3.03276
82.5202	-142	68.337	-146.059	4.05922
82.5494	-140	68.3663	-146.086	6.08564
82.5787	-139	68.3956	-146.112	7.11205
82.6081	-139	68.4249	-146.138	7.13845
82.6374	-140	68.4542	-146.165	6.16481
82.6667	-141	68.4835	-146.191	5.19117
82.696	-141	68.5128	-146.217	5.21749
82.7253	-142	68.5421	-146.244	4.2438
82.7546	-144	68.5714	-146.27	2.2701
82.7839	-145	68.6007	-146.296	1.29636
82.8132	-147	68.63	-146.323	-0.677384
82.8425	-148	68.6593	-146.349	-1.65116
82.8718	-148	68.6886	-146.375	-1.62495
82.9011	-149	68.718	-146.401	-2.59876
82.9304	-150	68.7473	-146.427	-3.57259
82.9597	-150	68.7766	-146.454	-3.54644
82.989	-150	68.8059	-146.48	-3.52031
83.0183	-150	68.8352	-146.506	-3.49419
83.0476	-149	68.8645	-146.532	-2.46811
83.0769	-150	68.8938	-146.558	-3.44204
83.1062	-150	68.9231	-146.584	-3.41598
83.1355	-150	68.9524	-146.61	-3.38996
83.1648	-149	68.9817	-146.636	-2.36394
83.1941	-149	69.011	-146.662	-2.33795
83.2234	-149	69.0403	-146.688	-2.31198
83.2528	-149	69.0696	-146.714	-2.28603
83.282	-149	69.0989	-146.74	-2.2601
83.3114	-150	69.1282	-146.766	-3.23418
83.3407	-150	69.1575	-146.792	-3.20829
83.37	-150	69.1868	-146.818	-3.18242
83.3993	-150	69.2161	-146.843	-3.15656
83.4286	-150	69.2454	-146.869	-3.13073
83.4579	-150	69.2747	-146.895	-3.10491
83.4872	-148	69.304	-146.921	-1.07912
83.5165	-148	69.3333	-146.947	-1.05334
83.5458	-149	69.3626	-146.972	-2.02758
83.5751	-149	69.3919	-146.998	-2.00185
83.6044	-150	69.4213	-147.024	-2.97612
83.6337	-149	69.4506	-147.05	-1.95043
83.663	-147	69.4798	-147.075	0.0752474
83.6923	-144	69.5092	-147.101	3.10091
83.7216	-144	69.5385	-147.127	3.12655
83.7509	-146	69.5678	-147.152	1.15218
83.7802	-146	69.5971	-147.178	1.17777
83.8095	-146	69.6264	-147.203	1.20335
83.8388	-144	69.6557	-147.229	3.22892
83.8681	-143	69.685	-147.254	4.25446
83.8974	-143	69.7143	-147.28	4.27999
83.9267	-145	69.7436	-147.305	2.3055
83.956	-147	69.7729	-147.331	0.330981
83.9853	-149	69.8022	-147.356	-1.64355
84.0147	-150	69.8315	-147.382	-2.6181
84.044	-152	69.8608	-147.407	-4.59267
84.0733	-151	69.8901	-147.433	-3.56726
84.1026	-152	69.9194	-147.458	-4.54187
84.1319	-154	69.9487	-147.484	-6.51649
84.1612	-156	69.978	-147.509	-8.49114
84.1905	-157	70.0073	-147.534	-9.4658
84.2198	-156	70.0366	-147.56	-8.44049
84.2491	-157	70.0659	-147.585	-9.4152
84.2784	-157	70.0952	-147.61	-9.38991
84.3077	-157	70.1245	-147.635	-9.36466
84.337	-156	70.1539	-147.661	-8.33941
84.3663	-156	70.1831	-147.686	-8.3142
84.3956	-157	70.2125	-147.711	-9.289
84.4249	-158	70.2418	-147.736	-10.2638
84.4542	-159	70.2711	-147.761	-11.2386
84.4835	-158	70.3004	-147.787	-10.2135
84.5128	-156	70.3297	-147.812	-8.18837
84.5421	-155	70.359	-147.837	-7.16327
84.5714	-156	70.3883	-147.862	-8.13817
84.6007	-157	70.4176	-147.887	-9.1131
84.63	-157	70.4469	-147.912	-9.08804
84.6593	-156	70.4762	-147.937	-8.06301
84.6886	-154	70.5055	-147.962	-6.038
84.718	-153	70.5348	-147.987	-5.013
84.7472	-152	70.5641	-148.012	-3.98802
84.7766	-151	70.5934	-148.037	-2.96306
84.8059	-151	70.6227	-148.062	-2.93812
84.8352	-151	70.652	-148.087	-2.9132
84.8645	-151	70.6813	-148.112	-2.88829
84.8938	-149	70.7106	-148.137	-0.86341
84.9231	-146	70.7399	-148.161	2.16146
84.9524	-144	70.7692	-148.186	4.18631
84.9817	-143	70.7985	-148.211	5.21114
85.011	-142	70.8278	-148.236	6.23595
85.0403	-144	70.8571	-148.261	4.26074
85.0696	-146	70.8864	-148.286	2.28552
85.0989	-147	70.9158	-148.31	1.31028
85.1282	-148	70.9451	-148.335	0.335021
85.1575	-148	70.9744	-148.36	0.359738
85.1868	-149	71.0037	-148.384	-0.615563
85.2161	-151	71.033	-148.409	-2.59087
85.2454	-153	71.0623	-148.434	-4.56621
85.2747	-153	71.0916	-148.458	-4.54156
85.304	-153	71.1209	-148.483	-4.51693
85.3333	-155	71.1502	-148.508	-6.49232
85.3626	-157	71.1795	-148.532	-8.46773
85.3919	-160	71.2088	-148.557	-11.4432
85.4213	-165	71.2381	-148.581	-16.4186
85.4506	-168	71.2674	-148.606	-19.3941
85.4798	-170	71.2967	-148.63	-21.3695
85.5092	-171	71.326	-148.655	-22.345
85.5385	-172	71.3553	-148.679	-23.3205
85.5678	-169	71.3846	-148.704	-20.2961
85.5971	-166	71.4139	-148.728	-17.2716
85.6264	-164	71.4432	-148.753	-15.2472
85.6557	-162	71.4725	-148.777	-13.2228
85.685	-161	71.5018	-148.802	-12.1984
85.7143	-158	71.5311	-148.826	-9.17401
85.7436	-155	71.5604	-148.85	-6.14966
85.7729	-154	71.5897	-148.875	-5.12532
85.8022	-154	71.6191	-148.899	-5.10099
85.8315	-153	71.6484	-148.923	-4.07669
85.8608	-154	71.6777	-148.948	-5.05239
85.8901	-153	71.707	-148.972	-4.02813
85.9194	-152	71.7363	-148.996	-3.00388
85.9487	-150	71.7656	-149.02	-0.979639
85.978	-149	71.7949	-149.045	0.0445747
86.0073	-149	71.8242	-149.069	0.0687789
86.0366	-147	71.8535	-149.093	2.09296
86.0659	-144	71.8828	-149.117	5.11712
86.0952	-140	71.9121	-149.141	9.14127
86.1245	-136	71.9414	-149.165	13.1654
86.1539	-133	71.9707	-149.19	16.1895
86.1831	-132	72	-149.214	17.2136
86.2125	-131	72.0293	-149.238	18.2377
86.2418	-132	72.0586	-149.262	17.2617
86.2711	-134	72.0879	-149.286	15.2858
86.3004	-135	72.1172	-149.31	14.3098
86.3297	-136	72.1465	-149.334	13.3338
86.359	-138	72.1758	-149.358	11.3578
86.3883	-140	72.2051	-149.382	9.38177
86.4176	-140	72.2344	-149.406	9.40572
86.4469	-141	72.2637	-149.43	8.42966
86.4762	-142	72.293	-149.454	7.45357
86.5055	-144	72.3223	-149.477	5.47747
86.5348	-145	72.3517	-149.501	4.50136
86.5641	-145	72.3809	-149.525	4.52522
86.5934	-146	72.4103	-149.549	3.54908
86.6227	-146	72.4396	-149.573	3.5729
86.652	-146	72.4689	-149.597	3.59672
86.6813	-147	72.4982	-149.621	2.62052
86.7106	-149	72.5275	-149.644	0.644295
86.7399	-151	72.5568	-149.668	-1.33194
86.7692	-153	72.5861	-149.692	-3.30819
86.7985	-155	72.6154	-149.716	-5.28447
86.8278	-156	72.6447	-149.739	-6.26075
86.8571	-157	72.674	-149.763	-7.23706
86.8864	-157	72.7033	-149.787	-7.21338
86.9158	-158	72.7326	-149.81	-8.18972
86.945	-158	72.7619	-149.834	-8.16608
86.9744	-158	72.7912	-149.858	-8.14245
87.0037	-158	72.8205	-149.881	-8.11885
87.033	-160	72.8498	-149.905	-10.0953
87.0623	-161	72.8791	-149.928	-11.0717
87.0916	-162	72.9084	-149.952	-12.0481
87.1209	-162	72.9377	-149.975	-12.0246
87.1502	-161	72.967	-149.999	-11.0011
87.1795	-160	72.9963	-150.022	-9.97755
87.2088	-159	73.0256	-150.046	-8.95406
87.2381	-157	73.055	-150.069	-6.93058
